county,month,labor_force,employed,unemployed,unemployment_rate
Seneca,2016-10,15000,14300,700,4.7
St. Lawrence,2016-10,45200,42600,2600,5.7
Steuben,2016-10,43900,41500,2400,5.4
Suffolk,2016-10,774700,740600,34200,4.4
Sullivan,2016-10,32700,31100,1600,5.0
Tioga,2016-10,23000,21900,1100,5.0
Tompkins,2016-10,53800,51700,2100,4.0
Ulster,2016-10,88300,84400,3900,4.4
Warren,2016-10,32600,31000,1500,4.7
Washington,2016-10,29200,28000,1200,4.2
Wayne,2016-10,44900,42800,2100,4.7
Westchester,2016-10,489100,467400,21700,4.4
Wyoming,2016-10,19200,18300,900,4.6
Yates,2016-10,11600,11100,500,4.2
Albany,2016-11,160600,154400,6100,3.8
Allegany,2016-11,20600,19300,1200,5.9
Bronx,2016-11,619800,579000,40900,6.6
Broome,2016-11,88500,84100,4400,5.0
Cattaraugus,2016-11,34800,32800,2000,5.8
Cayuga,2016-11,35800,34100,1700,4.7
Chautauqua,2016-11,56500,53300,3300,5.8
Chemung,2016-11,37700,35800,1900,5.1
Chenango,2016-11,21700,20600,1100,5.1
Clinton,2016-11,36100,34300,1800,5.0
Columbia,2016-11,30300,29200,1100,3.7
Cortland,2016-11,24100,22900,1300,5.3
Delaware,2016-11,19300,18400,1000,4.9
Dutchess,2016-11,147500,141800,5700,3.9
Erie,2016-11,462700,440900,21700,4.7
Essex,2016-11,16700,15800,900,5.3
Franklin,2016-11,19300,18200,1100,5.5
Fulton,2016-11,25200,24000,1200,4.9
Genesee,2016-11,29100,27800,1300,4.6
Greene,2016-11,20800,19800,1000,4.8
Hamilton,2016-11,2300,2100,200,8.7
Herkimer,2016-11,29000,27600,1500,5.0
Jefferson,2016-11,46000,43100,2900,6.4
Kings,2016-11,1303100,1242200,60900,4.7
Lewis,2016-11,12000,11200,700,6.0
Livingston,2016-11,30100,28700,1400,4.6
Madison,2016-11,32100,30500,1600,5.1
Monroe,2016-11,373400,356700,16700,4.5
Montgomery,2016-11,22800,21600,1200,5.1
Nassau,2016-11,686500,659700,26800,3.9
New York,2016-11,920300,880700,39600,4.3
Niagara,2016-11,102500,96900,5600,5.5
Oneida,2016-11,103800,99100,4700,4.5
Onondaga,2016-11,227200,217500,9700,4.3
Ontario,2016-11,53700,51500,2300,4.2
Orange,2016-11,176000,168400,7600,4.3
Orleans,2016-11,18800,17900,900,4.9
Oswego,2016-11,55000,51700,3300,6.0
Otsego,2016-11,27800,26500,1300,4.5
Putnam,2016-11,49700,47700,2000,3.9
Queens,2016-11,1179900,1130200,49800,4.2
Rensselaer,2016-11,81100,77800,3300,4.0
Richmond,2016-11,226200,215400,10800,4.8
Rockland,2016-11,143700,137500,6300,4.4
Saratoga,2016-11,120600,116300,4300,3.6
Schenectady,2016-11,74800,71700,3100,4.1
Schoharie,2016-11,14200,13500,700,4.9
Schuyler,2016-11,8300,7800,500,5.8
Seneca,2016-11,14800,14100,700,4.7
St. Lawrence,2016-11,44900,42300,2700,5.9
Steuben,2016-11,43300,41000,2300,5.3
Suffolk,2016-11,772300,739300,32900,4.3
Sullivan,2016-11,32800,31200,1600,4.8
Tioga,2016-11,22900,21800,1100,4.8
Tompkins,2016-11,53400,51400,2000,3.8
Ulster,2016-11,87200,83400,3800,4.3
Warren,2016-11,32200,30400,1800,5.5
Washington,2016-11,28600,27300,1300,4.4
Wayne,2016-11,44500,42400,2100,4.7
Westchester,2016-11,488800,468700,20100,4.1
Wyoming,2016-11,18800,17800,1000,5.1
Yates,2016-11,11300,10800,500,4.5
Albany,2016-12,159700,153400,6200,3.9
Allegany,2016-12,20400,19100,1400,6.7
Bronx,2016-12,619200,580800,38400,6.2
Broome,2016-12,88000,83200,4800,5.4
Cattaraugus,2016-12,34900,32600,2300,6.6
Cayuga,2016-12,35600,33600,1900,5.4
Chautauqua,2016-12,56500,53000,3600,6.3
Chemung,2016-12,37600,35600,2000,5.3
Chenango,2016-12,21600,20400,1200,5.6
Clinton,2016-12,35800,33900,1900,5.4
Columbia,2016-12,29800,28600,1200,4.0
Cortland,2016-12,23800,22400,1400,6.0
Delaware,2016-12,19000,17900,1100,5.6
Dutchess,2016-12,147000,141200,5800,4.0
Erie,2016-12,461200,438200,23000,5.0
Essex,2016-12,17200,16200,1000,6.1
Franklin,2016-12,19100,17900,1200,6.2
Fulton,2016-12,25200,23800,1400,5.5
Genesee,2016-12,29000,27500,1500,5.1
Greene,2016-12,21300,20200,1100,5.1
Hamilton,2016-12,2300,2100,200,9.9
Herkimer,2016-12,28700,27000,1700,5.9
Jefferson,2016-12,45700,42400,3300,7.3
Kings,2016-12,1302000,1245300,56700,4.4
Lewis,2016-12,11900,11000,900,7.7
Livingston,2016-12,30000,28400,1600,5.3
Madison,2016-12,32100,30200,1900,6.0
Monroe,2016-12,371900,354600,17300,4.6
Montgomery,2016-12,22700,21300,1300,5.9
Nassau,2016-12,685800,659100,26700,3.9
New York,2016-12,919500,882500,37000,4.0
Niagara,2016-12,102700,96200,6500,6.3
Oneida,2016-12,102600,97400,5200,5.0
Onondaga,2016-12,226600,216400,10200,4.5
Ontario,2016-12,53600,51000,2600,4.8
Orange,2016-12,175600,167900,7700,4.4
Orleans,2016-12,18700,17600,1100,5.8
Oswego,2016-12,55100,51300,3800,6.9
Otsego,2016-12,27200,25700,1400,5.3
Putnam,2016-12,49600,47600,2000,4.0
Queens,2016-12,1178700,1132700,46000,3.9
Rensselaer,2016-12,80700,77300,3400,4.2
Richmond,2016-12,226300,216300,10000,4.4
Rockland,2016-12,143500,137200,6300,4.4
Saratoga,2016-12,120000,115400,4500,3.8
Schenectady,2016-12,74500,71300,3300,4.4
Schoharie,2016-12,14100,13300,800,5.9
Schuyler,2016-12,8200,7600,600,7.0
Seneca,2016-12,14600,13900,800,5.4
St. Lawrence,2016-12,44400,41400,3000,6.7
Steuben,2016-12,43000,40400,2600,6.0
Suffolk,2016-12,772100,738500,33500,4.3
Sullivan,2016-12,32200,30500,1700,5.3
Tioga,2016-12,22600,21500,1100,5.1
Tompkins,2016-12,52500,50500,2000,3.8
Ulster,2016-12,86600,82600,3900,4.6
Warren,2016-12,32200,30300,2000,6.1
Washington,2016-12,28500,27100,1400,5.0
Wayne,2016-12,44200,41800,2400,5.4
Westchester,2016-12,488300,468000,20400,4.2
Wyoming,2016-12,18700,17500,1100,6.1
Yates,2016-12,10800,10200,600,5.1
Albany,2017-01,159800,152700,7200,4.5
Allegany,2017-01,20500,18900,1600,7.9
Bronx,2017-01,623500,580900,42600,6.8
Broome,2017-01,87900,82400,5500,6.3
Cattaraugus,2017-01,35400,32700,2700,7.6
Cayuga,2017-01,35800,33600,2200,6.1
Chautauqua,2017-01,56900,52900,4000,7.0
Chemung,2017-01,38000,35900,2200,5.7
Chenango,2017-01,22100,20600,1500,6.6
Clinton,2017-01,36100,33800,2300,6.3
Columbia,2017-01,29800,28400,1400,4.6
Cortland,2017-01,24100,22300,1700,7.2
Delaware,2017-01,19200,18000,1300,6.7
Dutchess,2017-01,147300,140800,6500,4.4
Erie,2017-01,463500,437800,25700,5.5
Essex,2017-01,18100,16900,1200,6.4
Franklin,2017-01,19500,18200,1400,6.9
Fulton,2017-01,25500,23900,1600,6.1
Genesee,2017-01,29100,27400,1800,6.0
Greene,2017-01,22000,20800,1200,5.6
Hamilton,2017-01,2300,2100,200,9.4
Herkimer,2017-01,29000,27100,1900,6.6
Jefferson,2017-01,45800,42200,3700,8.0
Kings,2017-01,1308100,1245000,63200,4.8
Lewis,2017-01,12300,11300,1100,8.6
Livingston,2017-01,30000,28200,1800,6.1
Madison,2017-01,32300,30100,2200,6.8
Monroe,2017-01,372400,353800,18600,5.0
Montgomery,2017-01,22900,21400,1500,6.7
Nassau,2017-01,683400,653800,29600,4.3
New York,2017-01,923900,882200,41700,4.5
Niagara,2017-01,103200,95700,7400,7.2
Oneida,2017-01,103500,97800,5800,5.6
Onondaga,2017-01,227000,215700,11300,5.0
Ontario,2017-01,54300,51300,3000,5.5
Orange,2017-01,176800,168300,8500,4.8
Orleans,2017-01,18800,17600,1200,6.5
Oswego,2017-01,55200,51200,4000,7.2
Otsego,2017-01,27300,25600,1700,6.2
Putnam,2017-01,49600,47400,2200,4.4
Queens,2017-01,1185400,1133000,52400,4.4
Rensselaer,2017-01,81000,76800,4200,5.2
Richmond,2017-01,228800,217500,11300,4.9
Rockland,2017-01,144500,137600,6900,4.8
Saratoga,2017-01,121300,115800,5500,4.6
Schenectady,2017-01,74600,70900,3600,4.9
Schoharie,2017-01,14200,13200,1000,7.2
Schuyler,2017-01,8300,7600,600,7.6
Seneca,2017-01,15400,14600,900,5.6
St. Lawrence,2017-01,44600,41100,3500,7.8
Steuben,2017-01,43600,40700,2900,6.6
Suffolk,2017-01,769100,731200,37900,4.9
Sullivan,2017-01,32600,30800,1900,5.7
Tioga,2017-01,22800,21300,1500,6.4
Tompkins,2017-01,50700,48400,2300,4.5
Ulster,2017-01,86900,82400,4500,5.2
Warren,2017-01,32400,30300,2100,6.6
Washington,2017-01,28900,27200,1600,5.7
Wayne,2017-01,44800,42100,2700,6.0
Westchester,2017-01,489600,467100,22500,4.6
Wyoming,2017-01,19200,17900,1400,7.2
Yates,2017-01,10600,10000,600,5.9
Albany,2017-02,160000,152600,7300,4.6
Allegany,2017-02,21000,19400,1600,7.6
Bronx,2017-02,628900,587000,41900,6.7
Broome,2017-02,88300,82600,5700,6.4
Cattaraugus,2017-02,35500,32800,2700,7.6
Cayuga,2017-02,35700,33400,2300,6.4
Chautauqua,2017-02,56700,52600,4100,7.3
Chemung,2017-02,37600,35300,2300,6.2
Chenango,2017-02,21900,20400,1500,6.8
Clinton,2017-02,36100,33800,2200,6.2
Columbia,2017-02,29800,28300,1500,5.0
Cortland,2017-02,24700,23000,1700,6.8
Delaware,2017-02,19600,18300,1300,6.7
Dutchess,2017-02,146600,139800,6800,4.7
Erie,2017-02,461800,435400,26400,5.7
Essex,2017-02,17800,16600,1200,6.7
Franklin,2017-02,19600,18200,1400,7.3
Fulton,2017-02,25500,23900,1600,6.4
Genesee,2017-02,29200,27400,1800,6.3
Greene,2017-02,21800,20500,1300,6.0
Hamilton,2017-02,2400,2100,200,9.9
Herkimer,2017-02,29200,27100,2000,7.0
Jefferson,2017-02,45700,41900,3800,8.3
Kings,2017-02,1321100,1258700,62500,4.7
Lewis,2017-02,12400,11300,1100,9.0
Livingston,2017-02,30100,28200,1900,6.3
Madison,2017-02,32200,30000,2200,6.9
Monroe,2017-02,373100,353400,19700,5.3
Montgomery,2017-02,22900,21300,1600,7.0
Nassau,2017-02,679000,647700,31300,4.6
New York,2017-02,933400,892200,41200,4.4
Niagara,2017-02,102800,95200,7600,7.4
Oneida,2017-02,103800,97800,5900,5.7
Onondaga,2017-02,226700,214900,11800,5.2
Ontario,2017-02,54400,51300,3100,5.7
Orange,2017-02,176100,167000,9100,5.1
Orleans,2017-02,18900,17600,1300,6.7
Oswego,2017-02,55400,51100,4300,7.7
Otsego,2017-02,27900,26100,1800,6.3
Putnam,2017-02,49600,47300,2400,4.8
Queens,2017-02,1197800,1145700,52200,4.4
Rensselaer,2017-02,80900,76800,4200,5.1
Richmond,2017-02,231000,219700,11300,4.9
Rockland,2017-02,144400,137200,7200,5.0
Saratoga,2017-02,121300,115800,5500,4.5
Schenectady,2017-02,74700,70900,3800,5.0
Schoharie,2017-02,14300,13200,1000,7.3
Schuyler,2017-02,8300,7700,700,7.9
Seneca,2017-02,15600,14700,900,6.0
St. Lawrence,2017-02,45300,41900,3500,7.7
Steuben,2017-02,43300,40300,3000,6.9
Suffolk,2017-02,764200,724300,39900,5.2
Sullivan,2017-02,32400,30400,2000,6.1
Tioga,2017-02,23000,21400,1500,6.6
Tompkins,2017-02,52900,50600,2400,4.5
Ulster,2017-02,86900,82200,4700,5.4
Warren,2017-02,32300,30200,2200,6.7
Washington,2017-02,28800,27200,1700,5.8
Wayne,2017-02,44900,42100,2800,6.2
Westchester,2017-02,489400,465600,23800,4.9
Wyoming,2017-02,19200,17700,1500,7.6
Yates,2017-02,11000,10400,600,5.8
Albany,2017-03,160800,154400,6500,4.0
Allegany,2017-03,21000,19500,1400,6.9
Bronx,2017-03,630200,592100,38200,6.1
Broome,2017-03,88700,83700,5000,5.6
Cattaraugus,2017-03,35400,33000,2400,6.7
Cayuga,2017-03,35600,33600,2000,5.7
Chautauqua,2017-03,57100,53500,3600,6.3
Chemung,2017-03,37700,35600,2100,5.6
Chenango,2017-03,22000,20600,1400,6.2
Clinton,2017-03,36100,34000,2100,5.7
Columbia,2017-03,29900,28600,1300,4.4
Cortland,2017-03,24500,23000,1500,6.2
Delaware,2017-03,19300,18200,1200,6.0
Dutchess,2017-03,147500,141500,6000,4.1
Erie,2017-03,464300,440700,23600,5.1
Essex,2017-03,17700,16500,1100,6.4
Franklin,2017-03,19600,18200,1400,6.9
Fulton,2017-03,25500,24100,1500,5.7
Genesee,2017-03,29300,27700,1600,5.4
Greene,2017-03,21500,20400,1100,5.3
Hamilton,2017-03,2300,2100,200,10.2
Herkimer,2017-03,29100,27300,1900,6.4
Jefferson,2017-03,45700,42300,3400,7.5
Kings,2017-03,1326400,1269900,56600,4.3
Lewis,2017-03,12200,11200,1000,8.3
Livingston,2017-03,30000,28300,1700,5.7
Madison,2017-03,32100,30100,2000,6.2
Monroe,2017-03,373400,355700,17700,4.7
Montgomery,2017-03,22900,21400,1400,6.3
Nassau,2017-03,686700,658900,27700,4.0
New York,2017-03,937400,900200,37200,4.0
Niagara,2017-03,103100,96300,6800,6.6
Oneida,2017-03,103900,98600,5300,5.1
Onondaga,2017-03,227200,216700,10500,4.6
Ontario,2017-03,54300,51500,2800,5.1
Orange,2017-03,177300,169200,8200,4.6
Orleans,2017-03,18800,17600,1100,6.0
Oswego,2017-03,55100,51400,3700,6.7
Otsego,2017-03,27800,26300,1500,5.4
Putnam,2017-03,50000,47900,2100,4.1
Queens,2017-03,1202800,1155900,46900,3.9
Rensselaer,2017-03,81200,77600,3600,4.5
Richmond,2017-03,231800,221600,10200,4.4
Rockland,2017-03,145600,139100,6500,4.4
Saratoga,2017-03,122000,117100,4900,4.0
Schenectady,2017-03,75100,71700,3400,4.5
Schoharie,2017-03,14200,13300,900,6.4
Schuyler,2017-03,8300,7700,600,7.0
Seneca,2017-03,15600,14800,800,5.2
St. Lawrence,2017-03,45300,42200,3200,7.0
Steuben,2017-03,43300,40700,2600,6.1
Suffolk,2017-03,772000,736700,35400,4.6
Sullivan,2017-03,32600,30800,1800,5.5
Tioga,2017-03,23000,21700,1400,5.9
Tompkins,2017-03,53000,50900,2100,3.9
Ulster,2017-03,87300,83200,4100,4.7
Warren,2017-03,32400,30400,2000,6.1
Washington,2017-03,28800,27300,1500,5.1
Wayne,2017-03,44500,42100,2400,5.4
Westchester,2017-03,493600,472300,21300,4.3
Wyoming,2017-03,19100,17900,1300,6.7
Yates,2017-03,11100,10500,600,5.3
Albany,2017-04,162200,155900,6300,3.9
Allegany,2017-04,20700,19400,1300,6.5
Bronx,2017-04,624900,588500,36400,5.8
Broome,2017-04,88800,84100,4700,5.3
Cattaraugus,2017-04,34700,32500,2100,6.2
Cayuga,2017-04,35700,33900,1700,4.8
Chautauqua,2017-04,56700,53400,3300,5.8
Chemung,2017-04,37600,35700,1900,5.2
Chenango,2017-04,21800,20600,1200,5.3
Clinton,2017-04,36600,34600,2000,5.5
Columbia,2017-04,30100,29000,1200,3.8
Cortland,2017-04,24500,23200,1300,5.3
Delaware,2017-04,19400,18400,1000,5.3
Dutchess,2017-04,148300,142400,5800,3.9
Erie,2017-04,463900,441700,22100,4.8
Essex,2017-04,16800,15800,1100,6.3
Franklin,2017-04,19500,18200,1200,6.4
Fulton,2017-04,25600,24200,1300,5.1
Genesee,2017-04,29700,28400,1400,4.6
Greene,2017-04,21000,19900,1100,5.1
Hamilton,2017-04,2300,2000,200,10.5
Herkimer,2017-04,29100,27500,1700,5.7
Jefferson,2017-04,46000,43000,3000,6.6
Kings,2017-04,1316700,1261600,55000,4.2
Lewis,2017-04,12100,11300,800,6.9
Livingston,2017-04,30200,28700,1500,4.9
Madison,2017-04,32100,30400,1700,5.4
Monroe,2017-04,377200,360300,16800,4.5
Montgomery,2017-04,23000,21800,1300,5.4
Nassau,2017-04,691200,664600,26700,3.9
New York,2017-04,929900,894100,35800,3.9
Niagara,2017-04,102600,96600,6100,5.9
Oneida,2017-04,104200,99200,4900,4.7
Onondaga,2017-04,228200,218400,9800,4.3
Ontario,2017-04,54600,52200,2400,4.4
Orange,2017-04,178300,170300,8000,4.5
Orleans,2017-04,18900,17900,1000,5.3
Oswego,2017-04,55100,51800,3300,6.0
Otsego,2017-04,28200,26900,1300,4.7
Putnam,2017-04,49900,48000,2000,3.9
Queens,2017-04,1192900,1148200,44700,3.7
Rensselaer,2017-04,81800,78400,3400,4.1
Richmond,2017-04,230100,220300,9800,4.3
Rockland,2017-04,145300,139200,6200,4.2
Saratoga,2017-04,122800,118300,4500,3.7
Schenectady,2017-04,75700,72500,3200,4.2
Schoharie,2017-04,14300,13500,800,5.6
Schuyler,2017-04,8400,7900,500,5.8
Seneca,2017-04,15800,15100,700,4.6
St. Lawrence,2017-04,45600,42700,2900,6.4
Steuben,2017-04,43300,40900,2300,5.4
Suffolk,2017-04,775500,743200,32300,4.2
Sullivan,2017-04,32700,31000,1700,5.1
Tioga,2017-04,22900,21800,1100,4.9
Tompkins,2017-04,54800,52700,2000,3.7
Ulster,2017-04,87700,83800,3900,4.4
Warren,2017-04,32300,30500,1800,5.5
Washington,2017-04,28700,27400,1300,4.4
Wayne,2017-04,44900,42800,2100,4.7
Westchester,2017-04,492700,472500,20300,4.1
Wyoming,2017-04,19100,18100,1000,5.4
Yates,2017-04,11200,10700,500,4.4
Albany,2017-05,162100,155700,6400,3.9
Allegany,2017-05,20400,19200,1200,5.9
Bronx,2017-05,623200,586600,36600,5.9
Broome,2017-05,89400,85000,4500,5.0
Cattaraugus,2017-05,34400,32500,2000,5.7
Cayuga,2017-05,35500,33900,1600,4.4
Chautauqua,2017-05,57500,54400,3100,5.4
Chemung,2017-05,37700,35800,1900,5.0
Chenango,2017-05,21800,20700,1100,4.9
Clinton,2017-05,36800,35000,1800,4.9
Columbia,2017-05,30200,29100,1100,3.7
Cortland,2017-05,24400,23200,1100,4.7
Delaware,2017-05,19400,18400,900,4.9
Dutchess,2017-05,148800,142900,5900,3.9
Erie,2017-05,467300,445500,21900,4.7
Essex,2017-05,16800,15900,900,5.1
Franklin,2017-05,19200,18100,1100,5.8
Fulton,2017-05,25700,24500,1200,4.8
Genesee,2017-05,30100,28800,1300,4.3
Greene,2017-05,21100,20100,1000,4.7
Hamilton,2017-05,2400,2200,200,6.7
Herkimer,2017-05,28900,27400,1500,5.0
Jefferson,2017-05,46600,43900,2700,5.8
Kings,2017-05,1313900,1257700,56200,4.3
Lewis,2017-05,11900,11200,700,5.8
Livingston,2017-05,29900,28500,1400,4.7
Madison,2017-05,31700,30100,1500,4.9
Monroe,2017-05,377500,360400,17100,4.5
Montgomery,2017-05,23000,21800,1200,5.1
Nassau,2017-05,698900,671300,27600,3.9
New York,2017-05,928300,891200,37100,4.0
Niagara,2017-05,102900,97200,5700,5.5
Oneida,2017-05,104200,99500,4800,4.6
Onondaga,2017-05,227800,218000,9800,4.3
Ontario,2017-05,54200,52000,2300,4.2
Orange,2017-05,179300,171200,8100,4.5
Orleans,2017-05,18600,17600,900,5.1
Oswego,2017-05,54700,51500,3200,5.8
Otsego,2017-05,28000,26800,1200,4.4
Putnam,2017-05,50100,48100,2000,4.0
Queens,2017-05,1190500,1144600,45900,3.9
Rensselaer,2017-05,81600,78200,3300,4.1
Richmond,2017-05,229600,219700,9900,4.3
Rockland,2017-05,146000,139700,6300,4.3
Saratoga,2017-05,122500,118000,4500,3.6
Schenectady,2017-05,75600,72300,3300,4.3
Schoharie,2017-05,14000,13300,700,5.0
Schuyler,2017-05,8400,8000,400,4.8
Seneca,2017-05,15800,15100,700,4.2
St. Lawrence,2017-05,45000,42300,2600,5.8
Steuben,2017-05,43500,41300,2300,5.2
Suffolk,2017-05,782600,750400,32300,4.1
Sullivan,2017-05,33100,31600,1500,4.6
Tioga,2017-05,23000,21900,1100,4.6
Tompkins,2017-05,53700,51600,2000,3.8
Ulster,2017-05,88500,84700,3800,4.3
Warren,2017-05,32800,31300,1500,4.6
Washington,2017-05,29100,27900,1200,4.0
Wayne,2017-05,44300,42300,2000,4.6
Westchester,2017-05,495000,474300,20700,4.2
Wyoming,2017-05,18900,18100,800,4.3
Yates,2017-05,11100,10700,400,3.9
Albany,2017-06,164700,157600,7100,4.3
Allegany,2017-06,20100,18800,1300,6.5
Bronx,2017-06,627000,588200,38800,6.2
Broome,2017-06,90400,85600,4900,5.4
Cattaraugus,2017-06,34800,32900,1900,5.6
Cayuga,2017-06,36700,35000,1700,4.5
Chautauqua,2017-06,58600,55400,3200,5.4
Chemung,2017-06,38500,36500,1900,5.1
Chenango,2017-06,22300,21200,1100,4.9
Clinton,2017-06,36900,35000,1900,5.1
Columbia,2017-06,31000,29800,1100,3.7
Cortland,2017-06,23700,22400,1300,5.3
Delaware,2017-06,19700,18700,1000,5.1
Dutchess,2017-06,151000,144700,6300,4.2
Erie,2017-06,473300,450500,22800,4.8
Essex,2017-06,18200,17400,800,4.5
Franklin,2017-06,19500,18400,1100,5.6
Fulton,2017-06,26000,24800,1300,4.9
Genesee,2017-06,30700,29500,1300,4.1
Greene,2017-06,22100,21100,1000,4.5
Hamilton,2017-06,2600,2500,100,4.7
Herkimer,2017-06,29400,28000,1400,4.8
Jefferson,2017-06,48000,45500,2600,5.3
Kings,2017-06,1319800,1260800,59000,4.5
Lewis,2017-06,12500,11800,600,5.1
Livingston,2017-06,30300,28800,1500,4.9
Madison,2017-06,32300,30600,1700,5.3
Monroe,2017-06,381300,363200,18100,4.7
Montgomery,2017-06,23400,22300,1200,5.0
Nassau,2017-06,713100,683400,29700,4.2
New York,2017-06,931700,893300,38300,4.1
Niagara,2017-06,104100,98400,5700,5.5
Oneida,2017-06,106200,101200,5000,4.7
Onondaga,2017-06,230700,220300,10500,4.5
Ontario,2017-06,54900,52500,2400,4.3
Orange,2017-06,181900,173100,8800,4.8
Orleans,2017-06,18900,17900,1000,5.3
Oswego,2017-06,55400,52200,3300,5.9
Otsego,2017-06,29000,27500,1400,4.9
Putnam,2017-06,50800,48600,2200,4.3
Queens,2017-06,1195900,1147300,48600,4.1
Rensselaer,2017-06,82900,79200,3700,4.4
Richmond,2017-06,231000,220300,10700,4.6
Rockland,2017-06,147900,141100,6900,4.6
Saratoga,2017-06,124100,119500,4600,3.7
Schenectady,2017-06,76700,73200,3500,4.5
Schoharie,2017-06,14300,13500,800,5.4
Schuyler,2017-06,8600,8300,400,4.5
Seneca,2017-06,16300,15600,700,4.2
St. Lawrence,2017-06,44600,41700,2900,6.6
Steuben,2017-06,44300,42100,2300,5.1
Suffolk,2017-06,798300,764200,34100,4.3
Sullivan,2017-06,34400,32800,1600,4.6
Tioga,2017-06,23200,22100,1100,4.8
Tompkins,2017-06,52600,50100,2500,4.7
Ulster,2017-06,90000,86000,4000,4.4
Warren,2017-06,34300,32900,1400,4.2
Washington,2017-06,30600,29400,1200,3.9
Wayne,2017-06,45000,42900,2100,4.6
Westchester,2017-06,501000,478900,22200,4.4
Wyoming,2017-06,19500,18700,800,4.1
Yates,2017-06,11200,10700,500,4.3
Albany,2017-07,164700,157300,7400,4.5
Allegany,2017-07,20400,19100,1300,6.3
Bronx,2017-07,634600,590900,43700,6.9
Broome,2017-07,89200,84300,4900,5.5
Cattaraugus,2017-07,35100,33100,2000,5.8
Cayuga,2017-07,37200,35400,1900,5.0
Chautauqua,2017-07,60200,57000,3300,5.4
Chemung,2017-07,38100,36100,2000,5.2
Chenango,2017-07,22400,21300,1100,5.0
Clinton,2017-07,37100,35200,1900,5.2
Columbia,2017-07,31300,30100,1200,3.8
Cortland,2017-07,23600,22300,1300,5.3
Delaware,2017-07,20400,19400,1000,5.1
Dutchess,2017-07,151100,144600,6500,4.3
Erie,2017-07,476100,451600,24500,5.1
Essex,2017-07,19200,18400,800,4.2
Franklin,2017-07,19600,18500,1100,5.5
Fulton,2017-07,25900,24600,1300,5.0
Genesee,2017-07,30700,29400,1300,4.2
Greene,2017-07,22200,21100,1100,4.9
Hamilton,2017-07,2800,2700,100,4.1
Herkimer,2017-07,29600,28100,1500,5.0
Jefferson,2017-07,48600,45900,2700,5.6
Kings,2017-07,1332600,1265600,67000,5.0
Lewis,2017-07,12200,11600,700,5.4
Livingston,2017-07,30100,28600,1500,5.0
Madison,2017-07,32400,30600,1800,5.4
Monroe,2017-07,380000,360600,19400,5.1
Montgomery,2017-07,23400,22100,1300,5.5
Nassau,2017-07,716900,685000,31900,4.4
New York,2017-07,938600,896500,42100,4.5
Niagara,2017-07,104800,98700,6100,5.8
Oneida,2017-07,106800,101600,5200,4.9
Onondaga,2017-07,231600,220700,10900,4.7
Ontario,2017-07,54400,52100,2300,4.3
Orange,2017-07,182300,173100,9200,5.0
Orleans,2017-07,18900,17800,1100,5.7
Oswego,2017-07,55500,52200,3300,5.9
Otsego,2017-07,29100,27700,1500,5.1
Putnam,2017-07,51100,48800,2300,4.5
Queens,2017-07,1205300,1151500,53800,4.5
Rensselaer,2017-07,82900,79000,3800,4.6
Richmond,2017-07,234000,221500,12500,5.4
Rockland,2017-07,149200,141800,7500,5.0
Saratoga,2017-07,123900,119200,4700,3.8
Schenectady,2017-07,76700,73100,3600,4.7
Schoharie,2017-07,14300,13500,800,5.4
Schuyler,2017-07,8700,8300,400,4.5
Seneca,2017-07,16400,15700,700,4.2
St. Lawrence,2017-07,44300,41400,3000,6.7
Steuben,2017-07,43700,41400,2300,5.2
Suffolk,2017-07,804400,766100,38300,4.8
Sullivan,2017-07,35700,34100,1600,4.6
Tioga,2017-07,22900,21800,1100,4.9
Tompkins,2017-07,52100,49600,2500,4.8
Ulster,2017-07,89400,85100,4200,4.7
Warren,2017-07,34700,33200,1500,4.3
Washington,2017-07,31000,29700,1300,4.1
Wayne,2017-07,44700,42600,2100,4.7
Westchester,2017-07,505000,481200,23800,4.7
Wyoming,2017-07,19600,18700,900,4.5
Yates,2017-07,11200,10700,500,4.3
Albany,2017-08,164000,156600,7400,4.5
Allegany,2017-08,20300,19000,1200,6.2
Bronx,2017-08,627800,584900,42900,6.8
Broome,2017-08,88700,84000,4700,5.3
Cattaraugus,2017-08,34800,32700,2000,5.8
Cayuga,2017-08,36800,35000,1900,5.1
Chautauqua,2017-08,59500,56300,3200,5.4
Chemung,2017-08,38300,36300,2000,5.2
Chenango,2017-08,22300,21100,1100,5.1
Clinton,2017-08,36800,34900,2000,5.3
Columbia,2017-08,31100,29900,1200,3.9
Cortland,2017-08,23400,22200,1200,4.9
Delaware,2017-08,20400,19300,1100,5.2
Dutchess,2017-08,149500,143000,6500,4.4
Erie,2017-08,474500,450000,24500,5.2
Essex,2017-08,19100,18200,800,4.4
Franklin,2017-08,19600,18500,1100,5.7
Fulton,2017-08,25800,24500,1300,5.1
Genesee,2017-08,30500,29200,1300,4.2
Greene,2017-08,22100,21000,1100,5.0
Hamilton,2017-08,2800,2700,100,4.1
Herkimer,2017-08,29300,27900,1500,5.0
Jefferson,2017-08,48300,45600,2700,5.7
Kings,2017-08,1317600,1251800,65800,5.0
Lewis,2017-08,12000,11300,600,5.3
Livingston,2017-08,29900,28500,1400,4.8
Madison,2017-08,32200,30500,1700,5.2
Monroe,2017-08,377700,358200,19500,5.2
Montgomery,2017-08,23400,22100,1300,5.5
Nassau,2017-08,708600,676400,32200,4.5
New York,2017-08,928200,886200,41900,4.5
Niagara,2017-08,104600,98400,6300,6.0
