county,month,enrollment
Kings,2023-09,1421232
Lewis,2023-09,6369
Livingston,2023-09,14029
Madison,2023-09,19157
Monroe,2023-09,237613
Montgomery,2023-09,21495
Nassau,2023-09,345575
New York,2023-09,532160
Niagara,2023-09,63650
Oneida,2023-09,83252
Onondaga,2023-09,140949
Ontario,2023-09,27660
Orange,2023-09,138857
Orleans,2023-09,13110
Oswego,2023-09,39380
Otsego,2023-09,15380
Putnam,2023-09,19646
Queens,2023-09,1210395
Rensselaer,2023-09,41690
Richmond,2023-09,193738
Rockland,2023-09,155873
Saratoga,2023-09,43779
Schenectady,2023-09,56339
Schoharie,2023-09,8427
Schuyler,2023-09,4418
Seneca,2023-09,9346
St. Lawrence,2023-09,33256
Steuben,2023-09,30254
Suffolk,2023-09,414552
Sullivan,2023-09,32582
Tioga,2023-09,14327
Tompkins,2023-09,19995
Ulster,2023-09,56756
Warren,2023-09,18696
Washington,2023-09,19854
Wayne,2023-09,25967
Westchester,2023-09,269839
Wyoming,2023-09,10257
Yates,2023-09,5875
Albany,2023-10,80939
Allegany,2023-10,14632
Bronx,2023-10,1000280
Broome,2023-10,63660
Cattaraugus,2023-10,25552
Cayuga,2023-10,23046
Chautauqua,2023-10,44553
Chemung,2023-10,32557
Chenango,2023-10,16572
Clinton,2023-10,23012
Columbia,2023-10,17206
Cortland,2023-10,13904
Delaware,2023-10,11986
Dutchess,2023-10,72491
Erie,2023-10,287497
Essex,2023-10,9682
Franklin,2023-10,16662
Fulton,2023-10,17171
Genesee,2023-10,15467
Greene,2023-10,14448
Hamilton,2023-10,851
Herkimer,2023-10,19220
Jefferson,2023-10,33905
Kings,2023-10,1410344
Lewis,2023-10,6238
Livingston,2023-10,13887
Madison,2023-10,18900
Monroe,2023-10,234631
Montgomery,2023-10,21234
Nassau,2023-10,341036
New York,2023-10,529000
Niagara,2023-10,62975
Oneida,2023-10,82110
Onondaga,2023-10,138970
Ontario,2023-10,27227
Orange,2023-10,137414
Orleans,2023-10,12915
Oswego,2023-10,38793
Otsego,2023-10,15164
Putnam,2023-10,19354
Queens,2023-10,1198540
Rensselaer,2023-10,41320
Richmond,2023-10,192731
Rockland,2023-10,154201
Saratoga,2023-10,43129
Schenectady,2023-10,55529
Schoharie,2023-10,8336
Schuyler,2023-10,4327
Seneca,2023-10,9210
St. Lawrence,2023-10,32879
Steuben,2023-10,29921
Suffolk,2023-10,408636
Sullivan,2023-10,32281
Tioga,2023-10,14108
Tompkins,2023-10,19698
Ulster,2023-10,55941
Warren,2023-10,18511
Washington,2023-10,19510
Wayne,2023-10,25567
Westchester,2023-10,266331
Wyoming,2023-10,10104
Yates,2023-10,5813
Albany,2023-11,79721
Allegany,2023-11,14452
Bronx,2023-11,994417
Broome,2023-11,62774
Cattaraugus,2023-11,25163
Cayuga,2023-11,22653
Chautauqua,2023-11,43958
Chemung,2023-11,32140
Chenango,2023-11,16309
Clinton,2023-11,22681
Columbia,2023-11,16930
Cortland,2023-11,13663
Delaware,2023-11,11797
Dutchess,2023-11,71367
Erie,2023-11,283817
Essex,2023-11,9469
Franklin,2023-11,16434
Fulton,2023-11,16854
Genesee,2023-11,15095
Greene,2023-11,14208
Hamilton,2023-11,842
Herkimer,2023-11,18775
Jefferson,2023-11,33418
Kings,2023-11,1400198
Lewis,2023-11,6118
Livingston,2023-11,13662
Madison,2023-11,18481
Monroe,2023-11,230950
Montgomery,2023-11,20898
Nassau,2023-11,337164
New York,2023-11,525823
Niagara,2023-11,62041
Oneida,2023-11,80830
Onondaga,2023-11,136986
Ontario,2023-11,26728
Orange,2023-11,135996
Orleans,2023-11,12776
Oswego,2023-11,38156
Otsego,2023-11,14956
Putnam,2023-11,19032
Queens,2023-11,1190623
Rensselaer,2023-11,40630
Richmond,2023-11,191719
Rockland,2023-11,153366
Saratoga,2023-11,42369
Schenectady,2023-11,54473
Schoharie,2023-11,8241
Schuyler,2023-11,4256
Seneca,2023-11,9055
St. Lawrence,2023-11,32485
Steuben,2023-11,29444
Suffolk,2023-11,403642
Sullivan,2023-11,31828
Tioga,2023-11,13825
Tompkins,2023-11,19347
Ulster,2023-11,55073
Warren,2023-11,18198
Washington,2023-11,19161
Wayne,2023-11,25054
Westchester,2023-11,263409
Wyoming,2023-11,9970
Yates,2023-11,5737
Albany,2023-12,78067
Allegany,2023-12,14248
Bronx,2023-12,987371
Broome,2023-12,61638
Cattaraugus,2023-12,24690
Cayuga,2023-12,22186
Chautauqua,2023-12,43228
Chemung,2023-12,31710
Chenango,2023-12,16024
Clinton,2023-12,22172
Columbia,2023-12,16583
Cortland,2023-12,13343
Delaware,2023-12,11595
Dutchess,2023-12,70025
Erie,2023-12,279210
Essex,2023-12,9212
Franklin,2023-12,16085
Fulton,2023-12,16503
Genesee,2023-12,14842
Greene,2023-12,13880
Hamilton,2023-12,821
Herkimer,2023-12,18363
Jefferson,2023-12,32840
Kings,2023-12,1386821
Lewis,2023-12,5965
Livingston,2023-12,13358
Madison,2023-12,18159
Monroe,2023-12,226497
Montgomery,2023-12,20535
Nassau,2023-12,332398
New York,2023-12,520512
Niagara,2023-12,60947
Oneida,2023-12,79424
Onondaga,2023-12,134430
Ontario,2023-12,26169
Orange,2023-12,134197
Orleans,2023-12,12507
Oswego,2023-12,37310
Otsego,2023-12,14672
Putnam,2023-12,18732
Queens,2023-12,1176694
Rensselaer,2023-12,39814
Richmond,2023-12,190137
Rockland,2023-12,151841
Saratoga,2023-12,41456
Schenectady,2023-12,53443
Schoharie,2023-12,8052
Schuyler,2023-12,4164
Seneca,2023-12,8865
St. Lawrence,2023-12,31871
Steuben,2023-12,28936
Suffolk,2023-12,397712
Sullivan,2023-12,31496
Tioga,2023-12,13533
Tompkins,2023-12,18918
Ulster,2023-12,54162
Warren,2023-12,17647
Washington,2023-12,18747
Wayne,2023-12,24553
Westchester,2023-12,259745
Wyoming,2023-12,9775
Yates,2023-12,5614
Albany,2024-01,76983
Allegany,2024-01,14019
Bronx,2024-01,981892
Broome,2024-01,60670
Cattaraugus,2024-01,24246
Cayuga,2024-01,21937
Chautauqua,2024-01,42681
Chemung,2024-01,31284
Chenango,2024-01,15724
Clinton,2024-01,21732
Columbia,2024-01,16313
Cortland,2024-01,13099
Delaware,2024-01,11380
Dutchess,2024-01,68754
Erie,2024-01,275210
Essex,2024-01,8997
Franklin,2024-01,15827
Fulton,2024-01,16201
Genesee,2024-01,14612
Greene,2024-01,13677
Hamilton,2024-01,791
Herkimer,2024-01,18070
Jefferson,2024-01,32301
Kings,2024-01,1377643
Lewis,2024-01,5833
Livingston,2024-01,13149
Madison,2024-01,17807
Monroe,2024-01,223084
Montgomery,2024-01,20280
Nassau,2024-01,328366
New York,2024-01,518379
Niagara,2024-01,59863
Oneida,2024-01,78279
Onondaga,2024-01,132328
Ontario,2024-01,25708
Orange,2024-01,132761
Orleans,2024-01,12224
Oswego,2024-01,36726
Otsego,2024-01,14511
Putnam,2024-01,18523
Queens,2024-01,1168975
Rensselaer,2024-01,39113
Richmond,2024-01,189004
Rockland,2024-01,151111
Saratoga,2024-01,40664
Schenectady,2024-01,52513
Schoharie,2024-01,7874
Schuyler,2024-01,4131
Seneca,2024-01,8702
St. Lawrence,2024-01,31463
Steuben,2024-01,28540
Suffolk,2024-01,392600
Sullivan,2024-01,30952
Tioga,2024-01,13311
Tompkins,2024-01,18605
Ulster,2024-01,53206
Warren,2024-01,17345
Washington,2024-01,18409
Wayne,2024-01,24122
Westchester,2024-01,257032
Wyoming,2024-01,9638
Yates,2024-01,5501
Albany,2024-02,76177
Allegany,2024-02,13808
Bronx,2024-02,975694
Broome,2024-02,59937
Cattaraugus,2024-02,23843
Cayuga,2024-02,21622
Chautauqua,2024-02,42135
Chemung,2024-02,30924
Chenango,2024-02,15439
Clinton,2024-02,21432
Columbia,2024-02,16077
Cortland,2024-02,12925
Delaware,2024-02,11266
Dutchess,2024-02,67852
Erie,2024-02,272330
Essex,2024-02,8841
Franklin,2024-02,15652
Fulton,2024-02,15951
Genesee,2024-02,14400
Greene,2024-02,13401
Hamilton,2024-02,767
Herkimer,2024-02,17828
Jefferson,2024-02,31920
Kings,2024-02,1368006
Lewis,2024-02,5751
Livingston,2024-02,12931
Madison,2024-02,17467
Monroe,2024-02,219929
Montgomery,2024-02,20011
Nassau,2024-02,325852
New York,2024-02,515626
Niagara,2024-02,58888
Oneida,2024-02,77307
Onondaga,2024-02,130245
Ontario,2024-02,25272
Orange,2024-02,131400
Orleans,2024-02,12047
Oswego,2024-02,36133
Otsego,2024-02,14326
Putnam,2024-02,18344
Queens,2024-02,1162422
Rensselaer,2024-02,38635
Richmond,2024-02,187903
Rockland,2024-02,150409
Saratoga,2024-02,39999
Schenectady,2024-02,51726
Schoharie,2024-02,7746
Schuyler,2024-02,4020
Seneca,2024-02,8535
St. Lawrence,2024-02,31010
Steuben,2024-02,28167
Suffolk,2024-02,388777
Sullivan,2024-02,30594
Tioga,2024-02,13166
Tompkins,2024-02,18291
Ulster,2024-02,52554
Warren,2024-02,17031
Washington,2024-02,17933
Wayne,2024-02,23694
Westchester,2024-02,254860
Wyoming,2024-02,9445
Yates,2024-02,5443
Albany,2024-03,75549
Allegany,2024-03,13646
Bronx,2024-03,971959
Broome,2024-03,59317
Cattaraugus,2024-03,23426
Cayuga,2024-03,21345
Chautauqua,2024-03,41674
Chemung,2024-03,30637
Chenango,2024-03,15212
Clinton,2024-03,21130
Columbia,2024-03,15805
Cortland,2024-03,12820
Delaware,2024-03,11047
Dutchess,2024-03,67018
Erie,2024-03,269332
Essex,2024-03,8690
Franklin,2024-03,15487
Fulton,2024-03,15720
Genesee,2024-03,14198
Greene,2024-03,13197
Hamilton,2024-03,742
Herkimer,2024-03,17555
Jefferson,2024-03,31541
Kings,2024-03,1361326
Lewis,2024-03,5697
Livingston,2024-03,12740
Madison,2024-03,17064
Monroe,2024-03,217051
Montgomery,2024-03,19675
Nassau,2024-03,322649
New York,2024-03,513090
Niagara,2024-03,57862
Oneida,2024-03,76297
Onondaga,2024-03,128432
Ontario,2024-03,24841
Orange,2024-03,130221
Orleans,2024-03,11866
Oswego,2024-03,35753
Otsego,2024-03,14127
Putnam,2024-03,18220
Queens,2024-03,1157935
Rensselaer,2024-03,38189
Richmond,2024-03,187400
Rockland,2024-03,150320
Saratoga,2024-03,39302
Schenectady,2024-03,51015
Schoharie,2024-03,7649
Schuyler,2024-03,3950
Seneca,2024-03,8454
St. Lawrence,2024-03,30683
Steuben,2024-03,27828
Suffolk,2024-03,385172
Sullivan,2024-03,30371
Tioga,2024-03,12982
Tompkins,2024-03,17966
Ulster,2024-03,51865
Warren,2024-03,16717
Washington,2024-03,17702
Wayne,2024-03,23363
Westchester,2024-03,252562
Wyoming,2024-03,9346
Yates,2024-03,5377
Albany,2024-04,74111
Allegany,2024-04,13423
Bronx,2024-04,960166
Broome,2024-04,58354
Cattaraugus,2024-04,22939
Cayuga,2024-04,20918
Chautauqua,2024-04,41002
Chemung,2024-04,30157
Chenango,2024-04,14942
Clinton,2024-04,20774
Columbia,2024-04,15474
Cortland,2024-04,12576
Delaware,2024-04,10821
Dutchess,2024-04,65792
Erie,2024-04,264494
Essex,2024-04,8509
Franklin,2024-04,15189
Fulton,2024-04,15404
Genesee,2024-04,13855
Greene,2024-04,12897
Hamilton,2024-04,723
Herkimer,2024-04,17151
Jefferson,2024-04,30869
Kings,2024-04,1343318
Lewis,2024-04,5577
Livingston,2024-04,12488
Madison,2024-04,16640
Monroe,2024-04,212720
Montgomery,2024-04,19215
Nassau,2024-04,315985
New York,2024-04,506679
Niagara,2024-04,56648
Oneida,2024-04,74694
Onondaga,2024-04,125499
Ontario,2024-04,24307
Orange,2024-04,128383
Orleans,2024-04,11543
Oswego,2024-04,35133
Otsego,2024-04,13954
Putnam,2024-04,17965
Queens,2024-04,1141502
Rensselaer,2024-04,37357
Richmond,2024-04,185248
Rockland,2024-04,149038
Saratoga,2024-04,38421
Schenectady,2024-04,49868
Schoharie,2024-04,7512
Schuyler,2024-04,3837
Seneca,2024-04,8243
St. Lawrence,2024-04,30173
Steuben,2024-04,27320
Suffolk,2024-04,378281
Sullivan,2024-04,29853
Tioga,2024-04,12728
Tompkins,2024-04,17528
Ulster,2024-04,50875
Warren,2024-04,16402
Washington,2024-04,17392
Wayne,2024-04,22903
Westchester,2024-04,248287
Wyoming,2024-04,9201
Yates,2024-04,5266
Albany,2024-05,72875
Allegany,2024-05,13207
Bronx,2024-05,949314
Broome,2024-05,57521
Cattaraugus,2024-05,22493
Cayuga,2024-05,20572
Chautauqua,2024-05,40350
Chemung,2024-05,29863
Chenango,2024-05,14769
Clinton,2024-05,20508
Columbia,2024-05,15182
Cortland,2024-05,12365
Delaware,2024-05,10651
Dutchess,2024-05,64804
Erie,2024-05,260815
Essex,2024-05,8320
Franklin,2024-05,14920
Fulton,2024-05,15154
Genesee,2024-05,13648
Greene,2024-05,12663
Hamilton,2024-05,732
Herkimer,2024-05,16880
Jefferson,2024-05,30357
Kings,2024-05,1327391
Lewis,2024-05,5471
Livingston,2024-05,12348
Madison,2024-05,16324
Monroe,2024-05,209045
Montgomery,2024-05,18991
Nassau,2024-05,312414
New York,2024-05,501950
Niagara,2024-05,55837
Oneida,2024-05,73279
Onondaga,2024-05,123088
Ontario,2024-05,23849
Orange,2024-05,127287
Orleans,2024-05,11338
Oswego,2024-05,34516
Otsego,2024-05,13768
Putnam,2024-05,17762
Queens,2024-05,1128242
Rensselaer,2024-05,36664
Richmond,2024-05,183635
Rockland,2024-05,148434
Saratoga,2024-05,37786
Schenectady,2024-05,49005
Schoharie,2024-05,7394
Schuyler,2024-05,3768
Seneca,2024-05,8100
St. Lawrence,2024-05,29764
Steuben,2024-05,26875
Suffolk,2024-05,372934
Sullivan,2024-05,29500
Tioga,2024-05,12471
Tompkins,2024-05,17173
Ulster,2024-05,50042
Warren,2024-05,16135
Washington,2024-05,17005
Wayne,2024-05,22392
Westchester,2024-05,245428
Wyoming,2024-05,9089
Yates,2024-05,5197
Albany,2024-06,71797
Allegany,2024-06,12945
Bronx,2024-06,938577
Broome,2024-06,56628
Cattaraugus,2024-06,22032
Cayuga,2024-06,20242
Chautauqua,2024-06,39656
Chemung,2024-06,29453
Chenango,2024-06,14507
Clinton,2024-06,20287
Columbia,2024-06,14936
Cortland,2024-06,12164
Delaware,2024-06,10537
Dutchess,2024-06,63767
Erie,2024-06,256892
Essex,2024-06,8171
Franklin,2024-06,14611
Fulton,2024-06,14898
Genesee,2024-06,13421
Greene,2024-06,12450
Hamilton,2024-06,723
Herkimer,2024-06,16666
Jefferson,2024-06,29747
Kings,2024-06,1310586
Lewis,2024-06,5371
Livingston,2024-06,12191
Madison,2024-06,15983
Monroe,2024-06,205493
Montgomery,2024-06,18697
Nassau,2024-06,308565
New York,2024-06,496579
Niagara,2024-06,54872
Oneida,2024-06,71986
Onondaga,2024-06,120965
Ontario,2024-06,23391
Orange,2024-06,126023
Orleans,2024-06,11156
Oswego,2024-06,34021
Otsego,2024-06,13536
Putnam,2024-06,17598
Queens,2024-06,1115280
Rensselaer,2024-06,36024
Richmond,2024-06,181577
Rockland,2024-06,147731
Saratoga,2024-06,37089
Schenectady,2024-06,48210
Schoharie,2024-06,7252
Schuyler,2024-06,3669
Seneca,2024-06,7962
St. Lawrence,2024-06,29271
Steuben,2024-06,26506
Suffolk,2024-06,368126
Sullivan,2024-06,29169
Tioga,2024-06,12213
Tompkins,2024-06,16775
Ulster,2024-06,49354
Warren,2024-06,15872
Washington,2024-06,16700
Wayne,2024-06,21931
Westchester,2024-06,242261
Wyoming,2024-06,8975
Yates,2024-06,5084
Albany,2024-07,71580
Allegany,2024-07,12851
Bronx,2024-07,936343
Broome,2024-07,56465
Cattaraugus,2024-07,21949
Cayuga,2024-07,20202
Chautauqua,2024-07,39407
Chemung,2024-07,29402
Chenango,2024-07,14424
Clinton,2024-07,20094
Columbia,2024-07,14823
Cortland,2024-07,12129
Delaware,2024-07,10418
Dutchess,2024-07,63570
Erie,2024-07,256361
Essex,2024-07,8135
Franklin,2024-07,14633
Fulton,2024-07,14865
Genesee,2024-07,13332
Greene,2024-07,12421
Hamilton,2024-07,714
Herkimer,2024-07,16634
Jefferson,2024-07,29560
Kings,2024-07,1306769
Lewis,2024-07,5338
Livingston,2024-07,12103
Madison,2024-07,15878
Monroe,2024-07,204840
Montgomery,2024-07,18638
Nassau,2024-07,308579
New York,2024-07,494823
Niagara,2024-07,54667
Oneida,2024-07,71943
Onondaga,2024-07,120510
Ontario,2024-07,23251
Orange,2024-07,126008
Orleans,2024-07,11137
Oswego,2024-07,33889
Otsego,2024-07,13401
Putnam,2024-07,17607
Queens,2024-07,1114276
Rensselaer,2024-07,35868
Richmond,2024-07,181304
Rockland,2024-07,148221
Saratoga,2024-07,36889
Schenectady,2024-07,47990
Schoharie,2024-07,7184
Schuyler,2024-07,3632
Seneca,2024-07,7907
St. Lawrence,2024-07,29083
Steuben,2024-07,26487
Suffolk,2024-07,367773
Sullivan,2024-07,29025
Tioga,2024-07,12222
Tompkins,2024-07,16721
Ulster,2024-07,49062
Warren,2024-07,15777
Washington,2024-07,16617
Wayne,2024-07,21804
Westchester,2024-07,241678
Wyoming,2024-07,8910
Yates,2024-07,5057
Albany,2024-08,71796
Allegany,2024-08,12731
Bronx,2024-08,935767
Broome,2024-08,56438
Cattaraugus,2024-08,21817
Cayuga,2024-08,20148
Chautauqua,2024-08,39400
Chemung,2024-08,29443
Chenango,2024-08,14301
Clinton,2024-08,20054
Columbia,2024-08,14725
Cortland,2024-08,12183
Delaware,2024-08,10410
Dutchess,2024-08,63432
Erie,2024-08,255958
Essex,2024-08,8101
Franklin,2024-08,14658
Fulton,2024-08,14855
Genesee,2024-08,13263
Greene,2024-08,12379
Hamilton,2024-08,703
Herkimer,2024-08,16636
Jefferson,2024-08,29379
Kings,2024-08,1304581
Lewis,2024-08,5319
Livingston,2024-08,12018
Madison,2024-08,15803
Monroe,2024-08,204346
Montgomery,2024-08,18713
Nassau,2024-08,308917
New York,2024-08,493607
Niagara,2024-08,54603
Oneida,2024-08,71738
Onondaga,2024-08,120171
Ontario,2024-08,23235
Orange,2024-08,125892
Orleans,2024-08,11096
Oswego,2024-08,33759
Otsego,2024-08,13337
Putnam,2024-08,17635
Queens,2024-08,1114558
Rensselaer,2024-08,35860
Richmond,2024-08,181096
Rockland,2024-08,148722
Saratoga,2024-08,36825
Schenectady,2024-08,47941
Schoharie,2024-08,7165
Schuyler,2024-08,3568
Seneca,2024-08,7851
St. Lawrence,2024-08,29018
Steuben,2024-08,26437
Suffolk,2024-08,367591
Sullivan,2024-08,28950
Tioga,2024-08,12166
Tompkins,2024-08,16692
Ulster,2024-08,48988
Warren,2024-08,15700
Washington,2024-08,16611
Wayne,2024-08,21673
Westchester,2024-08,241404
Wyoming,2024-08,8858
Yates,2024-08,5025
Albany,2024-09,71561
Allegany,2024-09,12715
Bronx,2024-09,934744
Broome,2024-09,56372
Cattaraugus,2024-09,21635
Cayuga,2024-09,20072
Chautauqua,2024-09,39300
Chemung,2024-09,29350
Chenango,2024-09,14238
Clinton,2024-09,20004
Columbia,2024-09,14635
Cortland,2024-09,12151
Delaware,2024-09,10390
Dutchess,2024-09,63297
Erie,2024-09,255550
Essex,2024-09,8100
Franklin,2024-09,14667
Fulton,2024-09,14709
Genesee,2024-09,13198
Greene,2024-09,12281
Hamilton,2024-09,702
Herkimer,2024-09,16558
Jefferson,2024-09,29225
Kings,2024-09,1303439
Lewis,2024-09,5241
Livingston,2024-09,11921
Madison,2024-09,15742
Monroe,2024-09,203634
Montgomery,2024-09,18727
Nassau,2024-09,308528
New York,2024-09,492609
Niagara,2024-09,54375
Oneida,2024-09,71444
Onondaga,2024-09,119623
Ontario,2024-09,23066
Orange,2024-09,125769
Orleans,2024-09,11036
Oswego,2024-09,33621
Otsego,2024-09,13289
Putnam,2024-09,17608
Queens,2024-09,1114497
Rensselaer,2024-09,35731
Richmond,2024-09,181281
Rockland,2024-09,148885
Saratoga,2024-09,36751
Schenectady,2024-09,47789
Schoharie,2024-09,7144
Schuyler,2024-09,3539
Seneca,2024-09,7801
St. Lawrence,2024-09,28823
Steuben,2024-09,26329
Suffolk,2024-09,366915
Sullivan,2024-09,28710
Tioga,2024-09,12070
Tompkins,2024-09,16645
Ulster,2024-09,48800
Warren,2024-09,15726
Washington,2024-09,16484
Wayne,2024-09,21496
Westchester,2024-09,241030
Wyoming,2024-09,8851
Yates,2024-09,4991
Albany,2024-10,71663
Allegany,2024-10,12693
Bronx,2024-10,934205
Broome,2024-10,56458
Cattaraugus,2024-10,21620
Cayuga,2024-10,19986
Chautauqua,2024-10,39154
Chemung,2024-10,29350
Chenango,2024-10,14194
Clinton,2024-10,19932
Columbia,2024-10,14672
Cortland,2024-10,12134
Delaware,2024-10,10341
Dutchess,2024-10,63209
Erie,2024-10,255625
Essex,2024-10,8064
Franklin,2024-10,14644
Fulton,2024-10,14681
Genesee,2024-10,13119
Greene,2024-10,12266
Hamilton,2024-10,688
Herkimer,2024-10,16547
Jefferson,2024-10,29173
Kings,2024-10,1303909
Lewis,2024-10,5225
Livingston,2024-10,11989
Madison,2024-10,15748
Monroe,2024-10,203595
Montgomery,2024-10,18687
Nassau,2024-10,308861
New York,2024-10,491281
Niagara,2024-10,54385
Oneida,2024-10,71298
Onondaga,2024-10,119716
Ontario,2024-10,23053
Orange,2024-10,126085
Orleans,2024-10,11025
Oswego,2024-10,33546
Otsego,2024-10,13214
Putnam,2024-10,17613
Queens,2024-10,1116542
Rensselaer,2024-10,35818
Richmond,2024-10,181833
Rockland,2024-10,149264
Saratoga,2024-10,36556
Schenectady,2024-10,47830
Schoharie,2024-10,7068
Schuyler,2024-10,3531
Seneca,2024-10,7781
St. Lawrence,2024-10,28710
Steuben,2024-10,26277
Suffolk,2024-10,367599
Sullivan,2024-10,28704
Tioga,2024-10,12051
Tompkins,2024-10,16676
Ulster,2024-10,48806
Warren,2024-10,15695
Washington,2024-10,16510
Wayne,2024-10,21468
Westchester,2024-10,241397
Wyoming,2024-10,8792
Yates,2024-10,4981
Albany,2024-11,71550
Allegany,2024-11,12619
Bronx,2024-11,930501
Broome,2024-11,56316
Cattaraugus,2024-11,21559
Cayuga,2024-11,19911
Chautauqua,2024-11,39012
Chemung,2024-11,29250
Chenango,2024-11,14159
Clinton,2024-11,19835
Columbia,2024-11,14625
Cortland,2024-11,12051
Delaware,2024-11,10315
Dutchess,2024-11,62967
Erie,2024-11,254608
Essex,2024-11,8022
Franklin,2024-11,14603
Fulton,2024-11,14586
Genesee,2024-11,13092
Greene,2024-11,12220
Hamilton,2024-11,700
Herkimer,2024-11,16459
Jefferson,2024-11,28985
Kings,2024-11,1299618
Lewis,2024-11,5240
Livingston,2024-11,11909
Madison,2024-11,15725
Monroe,2024-11,202371
Montgomery,2024-11,18660
Nassau,2024-11,308325
New York,2024-11,488585
Niagara,2024-11,54083
Oneida,2024-11,70935
Onondaga,2024-11,119403
Ontario,2024-11,22803
Orange,2024-11,126027
Orleans,2024-11,11001
Oswego,2024-11,33503
Otsego,2024-11,13170
Putnam,2024-11,17701
Queens,2024-11,1113325
Rensselaer,2024-11,35598
Richmond,2024-11,181528
Rockland,2024-11,149622
Saratoga,2024-11,36472
Schenectady,2024-11,47585
Schoharie,2024-11,7081
Schuyler,2024-11,3539
Seneca,2024-11,7686
St. Lawrence,2024-11,28525
Steuben,2024-11,26241
Suffolk,2024-11,366625
Sullivan,2024-11,28526
Tioga,2024-11,12017
Tompkins,2024-11,16599
Ulster,2024-11,48618
Warren,2024-11,15688
Washington,2024-11,16436
Wayne,2024-11,21436
Westchester,2024-11,241018
Wyoming,2024-11,8784
Yates,2024-11,4963
Albany,2024-12,71447
Allegany,2024-12,12640
Bronx,2024-12,927866
Broome,2024-12,56378
Cattaraugus,2024-12,21461
Cayuga,2024-12,19876
Chautauqua,2024-12,38883
Chemung,2024-12,29389
Chenango,2024-12,14176
Clinton,2024-12,19846
Columbia,2024-12,14603
Cortland,2024-12,12058
Delaware,2024-12,10315
Dutchess,2024-12,62855
Erie,2024-12,254024
Essex,2024-12,8044
Franklin,2024-12,14549
Fulton,2024-12,14651
Genesee,2024-12,13027
Greene,2024-12,12238
Hamilton,2024-12,704
Herkimer,2024-12,16497
Jefferson,2024-12,28886
Kings,2024-12,1296972
Lewis,2024-12,5232
Livingston,2024-12,11849
Madison,2024-12,15725
Monroe,2024-12,201383
Montgomery,2024-12,18621
Nassau,2024-12,308132
New York,2024-12,485274
Niagara,2024-12,53972
Oneida,2024-12,70829
Onondaga,2024-12,119353
Ontario,2024-12,22745
Orange,2024-12,126245
Orleans,2024-12,10906
Oswego,2024-12,33450
Otsego,2024-12,13158
Putnam,2024-12,17701
Queens,2024-12,1110755
Rensselaer,2024-12,35562
Richmond,2024-12,181484
Rockland,2024-12,149784
Saratoga,2024-12,36442
Schenectady,2024-12,47501
Schoharie,2024-12,7076
Schuyler,2024-12,3537
Seneca,2024-12,7668
St. Lawrence,2024-12,28468
Steuben,2024-12,26164
Suffolk,2024-12,366086
Sullivan,2024-12,28446
Tioga,2024-12,12048
Tompkins,2024-12,16573
Ulster,2024-12,48638
Warren,2024-12,15675
Washington,2024-12,16402
Wayne,2024-12,21419
Westchester,2024-12,240478
Wyoming,2024-12,8819
Yates,2024-12,4951
Albany,2025-01,71254
Allegany,2025-01,12573
Bronx,2025-01,923884
Broome,2025-01,56333
Cattaraugus,2025-01,21374
Cayuga,2025-01,19875
Chautauqua,2025-01,38776
Chemung,2025-01,29324
Chenango,2025-01,14185
Clinton,2025-01,19783
Columbia,2025-01,14470
Cortland,2025-01,12016
Delaware,2025-01,10259
Dutchess,2025-01,62564
Erie,2025-01,253386
Essex,2025-01,8068
Franklin,2025-01,14512
Fulton,2025-01,14672
Genesee,2025-01,12993
Greene,2025-01,12208
Hamilton,2025-01,696
Herkimer,2025-01,16448
Jefferson,2025-01,28979
Kings,2025-01,1290658
Lewis,2025-01,5194
Livingston,2025-01,11788
Madison,2025-01,15655
Monroe,2025-01,201160
Montgomery,2025-01,18511
Nassau,2025-01,307472
New York,2025-01,482046
Niagara,2025-01,53807
Oneida,2025-01,70655
Onondaga,2025-01,119290
Ontario,2025-01,22648
Orange,2025-01,126409
Orleans,2025-01,10942
Oswego,2025-01,33314
Otsego,2025-01,13200
Putnam,2025-01,17744
Queens,2025-01,1107020
Rensselaer,2025-01,35535
Richmond,2025-01,181076
Rockland,2025-01,150584
Saratoga,2025-01,36520
Schenectady,2025-01,47447
Schoharie,2025-01,7084
Schuyler,2025-01,3526
Seneca,2025-01,7673
St. Lawrence,2025-01,28443
Steuben,2025-01,26213
Suffolk,2025-01,366237
Sullivan,2025-01,28291
Tioga,2025-01,12011
Tompkins,2025-01,16492
Ulster,2025-01,48613
Warren,2025-01,15582
Washington,2025-01,16388
Wayne,2025-01,21471
Westchester,2025-01,239813
Wyoming,2025-01,8847
Yates,2025-01,4946
Albany,2025-02,70830
Allegany,2025-02,12513
Bronx,2025-02,921564
Broome,2025-02,56217
Cattaraugus,2025-02,21348
Cayuga,2025-02,19859
Chautauqua,2025-02,38680
Chemung,2025-02,29334
Chenango,2025-02,14116
Clinton,2025-02,19774
Columbia,2025-02,14388
Cortland,2025-02,11969
Delaware,2025-02,10252
Dutchess,2025-02,62331
Erie,2025-02,252595
Essex,2025-02,8056
Franklin,2025-02,14560
Fulton,2025-02,14630
Genesee,2025-02,12954
Greene,2025-02,12134
Hamilton,2025-02,700
Herkimer,2025-02,16397
Jefferson,2025-02,28871
Kings,2025-02,1286240
Lewis,2025-02,5167
Livingston,2025-02,11763
Madison,2025-02,15634
Monroe,2025-02,200280
Montgomery,2025-02,18435
